simLabel,weightLong.TPO,weightLong.TVL,weightLong.S1,weightLong.S2,weightLong.cM1,weightLong.M2,weightLong.OC,EEGain,IEweights.0,IEweights.1,IEweights.2,IIweights.0,IIweights.1,IIweights.2,EICellTypeGain.PV,EICellTypeGain.SOM,EICellTypeGain.VIP,EICellTypeGain.NGF,loss
cmaes_batch_2_7,0.625 ,0.10960418167453381 ,0.625 ,0.07500000000000001 ,0.3562436212083767 ,0.625 ,0.5532542755682743 ,0.9972565044412567 ,1.1034403848585423 ,1.156886262969635 ,0.75 ,1.25 ,1.2289727328996356 ,1.045086509127633 ,3.235137671307748 ,2.5577186508809975 ,2.849336553331127 ,3.2016741220927782 ,
cmaes_batch_5_19,0.625 ,0.3962139825562537 ,0.625 ,0.15695498739097336 ,0.5247242351641459 ,0.3519209284912997 ,0.625 ,0.9318075886933661 ,1.25,1.2404349298196795 ,1.059940526902039 ,0.7618949797535247 ,1.1310156792169732 ,1.046776142431763 ,3.0512101210133586 ,2.673057002079992 ,2.9112039181571423 ,2.9856300110916774 ,
cmaes_batch_11_15,0.5554065679439883 ,0.151882409512235,0.6070248431166975 ,0.562536214450009,0.24755552451772306 ,0.307893578881958,0.389011205535666,1.04592640981062,1.1960746557549,0.930792878041193,1.11798682149843,1.08199537217829,1.04821321009108,1.18624425462894,3.87960843797643,2.35873283684358,3.54856179132193,3.20744021886043,
cmaes_batch_14_12,0.567402363126652,0.166180430942899,0.408637525883478,0.529456827460963,0.505784184002432,0.525846403959735,0.429336065776491,1.02524013771908,1.14788910072901,0.860422356372934,1.11374893273641,1.13171590749311,0.942397796797317,0.983830109717642,3.6912340280187,2.17064951022361,3.90779802176147,3.2285574055302013 ,
cmaes_batch_15_7,0.137872769055502,0.139153729135397,0.565762342745765,0.533038393729079,0.0933934359013404,0.226694002403779,0.554881064618788,1.06365089442591,1.16526916635136,0.979095668867894,0.887458062164529,0.962064303925639,1.14535362217607,1.0516837734821,3.61267455353188,2.29316611397946,3.93500203621919,3.306993526323329 ,
cmaes_batch_17_14,0.419594248662501,0.171788929814171,0.57567106284489,0.302881925983649,0.158246438171791,0.534861513950349,0.426204613577532,0.999010408061958,1.16070375151875,1.10250492721506,0.796829812715659,0.905913396695456,0.924910321019578,0.814611754744966,3.77471359305084,1.73432169059895,3.85291056327053,3.389576772775557 ,
cmaes_batch_18_6,0.417318638299183,0.170966908680611,0.572152886776069,0.485893855258555,0.396499158008272,0.605787585046328,0.509733685047437,1.05034165326532,1.12675782907722,0.926897061540301,1.01899462415099,0.850746497684126,0.900109516740928,0.90178840210066,3.76782947231895,1.85793909183169,3.53063763536949,3.2801834528623965 ,
cmaes_batch_18_7,0.217189287816703,0.14388396583281,0.469138472227733,0.376955292154581,0.579855690790056,0.327802333456901,0.592133769798415,0.998721105856616,1.04057925730847,1.23996420502766,0.984253301255673,0.93496772101692,1.05196844893462,1.19585601119665,3.53735324547662,2.0301213998677,3.75073694275512,3.448222069563247 ,
