spkt,spkid
-2.2053999999999974,3188
-2.2053666666666665,3654
-2.205366666666663,114
-2.205366666666663,4479
-2.2052999999999994,3336
-2.2052333333333323,2441
-2.2051666666666634,4688
-2.205133333333336,1775
-2.2051333333333325,963
-2.2051000000000016,714
-2.205099999999998,3377
-2.205066666666667,1348
-2.205066666666667,5344
-2.205000000000002,3845
-2.2049999999999983,4490
-2.204966666666669,5372
-2.204966666666664,5180
-2.204900000000002,2008
-2.2048999999999994,3880
-2.2048666666666463,3769
-2.204800000000006,117
-2.2047999999999988,4007
-2.204766666666668,3660
-2.204766666666668,4476
-2.204766666666667,5101
-2.204766666666666,2365
-2.2047666666666643,1980
-2.204699999999999,2799
-2.2046999999999954,2742
-2.2046666666666646,2666
-2.204666666666661,461
-2.204633333333333,2650
-2.204600000000003,3850
-2.2045999999999992,2393
-2.2045999999999957,1946
-2.204566666666665,4010
-2.204533333333333,2366
-2.2045333333333303,3143
-2.204466666666667,1003
-2.204466666666666,2803
-2.204466666666665,3835
-2.2044333333333412,2068
-2.204433333333334,713
-2.2044333333333306,4464
-2.204433333333327,445
-2.204433333333327,809
-2.2043999999999997,3865
-2.204333333333338,3976
-2.204333333333331,3675
-2.2043333333333237,2575
-2.204266666666669,1757
-2.2042666666666655,3829
-2.204266666666662,1311
-2.204233333333338,2392
-2.204233333333338,3823
-2.2042333333333346,2101
-2.2042333333333333,5128
-2.2042,5508
-2.2041999999999966,651
-2.2041666666666657,1934
-2.2041666666666657,3858
-2.2041333333333455,2239
-2.204099999999997,3405
-2.2040666666666624,5145
-2.2040666666666624,5521
-2.204033333333328,2063
-2.2040000000000077,1607
-2.2040000000000006,1248
-2.203966666666668,1193
-2.203966666666666,1616
-2.203966666666666,3848
-2.203900000000001,2702
-2.203899999999999,2765
-2.203866666666663,5419
-2.2038333333333355,5223
-2.203833333333333,3887
-2.203833333333332,3374
-2.203833333333332,4502
-2.203733333333332,5167
-2.2036999999999978,4538
-2.2036666666666704,1355
-2.2036333333333324,972
-2.2036333333333307,4211
-2.2035999999999945,2091
-2.2035333333333327,2777
-2.2035,80
-2.2035,1169
-2.203433333333333,2614
-2.203433333333332,3090
-2.2034333333333294,5201
-2.2033999999999985,3394
-2.203399999999988,2304
-2.203366666666666,2772
-2.203366666666664,4528
-2.203333333333319,1118
-2.2033000000000005,970
-2.2032666666666665,4828
-2.20323333333333,748
-2.203199999999999,3084
-2.203166666666675,3596
-2.203166666666668,1194
-2.2031333333333336,5502
-2.203133333333332,956
-2.2031333333333123,2558
-2.2030666666666665,2377
-2.203033333333332,4439
-2.2030333333333303,4705
-2.203000000000003,4860
-2.2029999999999745,1818
-2.2029666666666685,3837
-2.2029666666666614,3377
-2.202933333333334,5438
-2.2028999999999996,5576
-2.202866666666665,2405
-2.202866666666658,4242
-2.2028333333333343,3662
-2.2028333333333325,953
-2.2028333333333308,3416
-2.2028333333333308,4518
-2.2027999999999963,1979
-2.2027333333333345,5414
-2.2026333333333312,5428
-2.2025999999999986,3324
-2.2025000000000006,3664
-2.2024333333333317,1936
-2.2023999999999972,2693
-2.202366666666663,1256
-2.202366666666663,2021
-2.202366666666663,2152
-2.202366666666663,3550
-2.2023333333333355,1207
-2.2023333333333333,98
-2.2023333333333333,102
-2.2022999999999975,1906
-2.202299999999994,3202
-2.202266666666663,5390
-2.2022000000000013,4867
-2.2022,2652
-2.2021999999999977,5408
-2.2021333333333333,5109
-2.2020999999999997,4827
-2.2020333333333326,2114
-2.202033333333331,1187
-2.201999999999998,1320
-2.201999999999998,3637
-2.2018999999999984,2664
-2.2018,1871
-2.2017333333333795,1133
-2.201666666666668,711
-2.201666666666668,1152
-2.2016666666666667,5108
-2.201633333333333,4850
-2.20163333333333,1935
-2.2016000000000027,4889
-2.201566666666661,641
-2.2015333333333302,5210
-2.2015,4834
-2.201499999999996,1948
-2.201499999999996,2562
-2.2014666666666756,2559
-2.2014666666666685,730
-2.201433333333333,2377
-2.201366666666667,5361
-2.201366666666665,1233
-2.2013333333333307,4516
-2.2013000000000034,2077
-2.2013,681
-2.2012333333333274,5207
-2.2012,3985
-2.201166666666662,2662
-2.201133333333331,1897
-2.2010666666666623,5445
-2.2010333333333385,3845
-2.201033333333335,3171
-2.201033333333328,2734
-2.2010000000000005,5382
-2.2009999999999987,5156
-2.200966666666659,3472
-2.2009333333333387,4712
-2.2009333333333316,4128
-2.2009000000000043,1375
-2.2008666666666628,1242
-2.200833333333332,3999
-2.200833333333332,5178
-2.200833333333332,5195
-2.200800000000001,2404
-2.2007666666666665,3939
-2.2007666666666648,5494
-2.200733333333332,3819
-2.2006666666666703,3169
-2.200666666666663,4571
-2.200633333333336,1219
-2.200633333333329,4547
-2.2006000000000014,3834
-2.2006000000000014,4683
-2.2005999999999997,1196
-2.2005999999999943,2512
-2.200566666666667,3693
-2.200566666666667,4283
-2.2005666666666635,1904
-2.2005000000000017,5359
-2.200400000000002,2164
-2.2004,1888
-2.200399999999995,3127
-2.2002999999999995,3074
-2.2002999999999986,4138
-2.2002666666666677,3659
-2.2002333333333333,1152
-2.2002333333333333,2463
-2.2002000000000024,2293
-2.200199999999999,971
-2.200199999999999,1172
-2.200199999999999,5410
-2.2001999999999953,2511
-2.200166666666668,3179
-2.200166666666661,1761
-2.200133333333042,4624
-2.2001000000000204,4380
-2.200099999999999,5388
-2.2000666666666646,1223
-2.2000666666666646,1948
-2.20003333333333,1258
-2.1999666666666684,2481
-2.199933333333333,5097
-2.199933333333327,1984
-2.1999000000000013,977
-2.1998999999999995,5176
-2.199866666666665,648
-2.199866666666665,1777
-2.1998333333333306,3516
-2.199799999999996,2858
-2.199766666666669,748
-2.1997666666666653,5184
-2.1997666666666618,5412
-2.199733333333331,5142
-2.1997,3386
-2.199633333333338,1839
-2.199633333333333,2622
-2.1995666666666622,1329
-2.199533333333335,4137
-2.199533333333333,2357
-2.199466666666666,3931
-2.1994333333333316,4491
-2.199399999999999,5138
-2.199399999999997,2852
-2.199399999999997,4536
-2.1993666666666662,2790
-2.1993666666666627,2698
-2.1993333333333283,167
-2.1993333333333283,2193
-2.199299999999999,1166
-2.199266666666663,3412
-2.199233333333332,4003
-2.199233333333268,1725
-2.1991999999999994,5462
-2.199166666666665,4442
-2.1991333333333323,5343
-2.1990999999999996,955
-2.1990999999999996,5482
-2.199099999999987,3550
-2.1990333333333325,448
-2.199000000000005,2815
-2.1990000000000016,3827
-2.198999999999998,694
-2.198999999999998,716
-2.198999999999998,3551
-2.1989333333333434,3474
-2.1989333333333363,1628
-2.1989333333333327,4672
-2.1988999999999983,675
-2.1988999999999983,4513
-2.1988999999999947,4718
-2.1988666666666674,2813
-2.1988666666666665,2613
-2.1988666666666656,4441
-2.1988333333333294,672
-2.1987999999999985,4530
-2.198799999999977,1421
-2.198766666666664,3407
-2.1987333333333083,2564
-2.1986666666666608,661
-2.1986333333333334,4151
-2.1986333333333334,4684
-2.1986000000000026,3647
-2.1985666666666646,2151
-2.1984999999999957,2550
-2.198433333333327,3554
-2.198366666666665,1226
-2.1983333333333306,3375
-2.1982999999999997,2399
-2.19829999999979,4988
-2.198266666666669,730
-2.198266666666669,4136
-2.1982666666666653,3338
-2.1982666666666546,871
-2.1982333333333344,750
-2.1982,2093
-2.198166666666623,3595
-2.198133333333331,115
-2.198133333333331,5200
-2.1980666666666666,80
-2.1980666666666657,5411
-2.198066666666662,1951
-2.1980333333333384,2433
-2.1980333333333384,3853
-2.1980000000000004,1981
-2.1980000000000004,3132
-2.1980000000000004,4495
-2.197999999999979,578
-2.197999999999979,2762
-2.197966666666666,1247
-2.197966666666666,2440
-2.1979333333333315,3335
-2.1978666666666697,169
-2.1978666666666626,3340
-2.1978666666666626,3356
-2.1978333333333318,1925
-2.1978333333333318,4501
-2.1977666666666664,3850
-2.1977666666666646,4228
-2.1977333333333333,1860
-2.197733333333332,2078
-2.197733333333332,3181
-2.197733333333332,3649
-2.1976999999999975,2566
-2.1976666666666667,4693
-2.1976666666666667,4850
-2.1976666666666667,5343
-2.197633333333332,5370
-2.1976333333333304,5474
-2.1976333333333287,3535
-2.197566666666667,3117
-2.197566666666667,5374
-2.1975666666666633,4673
-2.197500000000005,113
-2.197433333333329,2731
-2.197433333333322,2245
-2.197366666666664,970
-2.197333333333333,2515
-2.197333333333333,2781
-2.197333333333333,3131
-2.197333333333333,3656
-2.197333333333333,4153
-2.1973333333333187,1421
-2.1973000000000003,1181
-2.1972999999999994,2350
-2.1972999999999985,2829
-2.1972999999999985,3394
-2.197266666666671,2833
-2.1972666666666667,3888
-2.197233333333333,64
-2.1972000000000023,1614
-2.1972000000000023,4554
-2.197166666666668,5482
-2.197166666666666,2374
-2.1971666666666607,2717
-2.197133333333337,4505
-2.197100000000006,3170
-2.197099999999999,2730
-2.197000000000001,969
-2.1969666666666665,3887
-2.1969666666666665,3891
-2.1968999999999994,4661
-2.196866666666665,2286
-2.196833333333334,3819
-2.1968333333333305,5382
-2.1967999999999996,3416
-2.196766666666665,4857
-2.1967,3393
-2.1967,4696
-2.1966999999999928,4733
-2.1966666666666663,2634
-2.1966666666666583,4155
-2.196633333333331,644
-2.196633333333331,1916
-2.196633333333331,5157
-2.1966000000000037,5428
-2.1966,5359
-2.1965999999999894,2993
-2.196566666666669,2845
-2.196566666666662,4153
-2.196566666666662,4534
-2.196533333333335,4908
-2.1965333333333277,1965
-2.1965333333333277,4550
-2.1965000000000003,5364
-2.196499999999986,282
-2.1964333333333332,1893
-2.1964333333333315,4202
-2.1963999999999997,2615
-2.196399999999999,3342
-2.1963333333333317,4687
-2.1963333333333317,5198
-2.19633333333333,4218
-2.196333333333314,4586
-2.196300000000001,3121
-2.1963,5106
-2.1962666666666735,4911
-2.1962666666666664,3138
-2.1962666666666664,3696
-2.1962333333333337,5378
-2.196233333333332,4904
-2.196133333333333,3884
-2.196133333333333,5101
-2.196133333333332,3832
-2.1961333333333304,3350
-2.196099999999973,2217
-2.196066666666667,4142
-2.1960333333333306,3328
-2.1959999999999997,5491
-2.195933333333331,5161
-2.195933333333329,2712
-2.1958999999999946,3147
-2.1958666666666673,1343
-2.19583333333334,2496
-2.195800000000002,2396
-2.1957999999999913,1769
-2.1957999999999913,2306
-2.195766666666664,4010
-2.195766666666657,4061
-2.1956333333333333,2451
-2.1956333333333333,5429
-2.1956333333333298,3408
-2.195633333333326,2711
-2.19553333333333,4012
-2.19553333333333,5412
-2.1955,5105
-2.195499999999999,5400
-2.1954333333333333,4848
-2.195433333333333,1862
-2.1953666666667004,4180
-2.195366666666665,4682
-2.1953333333333305,1921
-2.1952666666666687,2277
-2.195266666666667,960
-2.1952333333333343,4694
-2.1952,5512
-2.1951666666666654,1257
-2.195166666666662,659
-2.195133333333331,1213
-2.195133333333331,2516
-2.195133333333331,3446
-2.1951333333331604,2955
-2.1950666666666656,3634
-2.1950000000000003,4154
-2.1950000000000003,4529
-2.195,4853
-2.1949999999999985,4449
-2.194999999999993,2091
-2.194999999999993,4158
-2.1949333333333385,2392
-2.1949333333333314,4197
-2.194866666666668,5458
-2.194866666666666,3986
-2.1948666666666625,3116
-2.1948666666666625,4264
-2.194833333333335,2481
-2.1948333333333316,2446
-2.1948333333333316,5461
-2.1948333333332926,906
-2.1948000000000008,1384
-2.194733333333332,2665
-2.1946666666666665,2422
-2.194633333333333,2612
-2.194633333333332,2673
-2.194633333333332,4534
-2.1945666666666668,3166
-2.1944666666666635,5505
-2.194433333333329,4150
-2.1944333333331087,1800
-2.1943666666666672,4009
-2.19436666666666,1262
-2.19436666666666,2731
-2.1942999999999984,5560
-2.1942999999999913,4161
-2.194266666666664,2664
-2.1942333333333295,2710
-2.194199999999995,698
-2.194133333333312,247
-2.1941,5096
-2.194099999999999,1002
-2.194099999999999,2671
-2.194099999999999,2678
-2.1940333333333326,2778
-2.19403333333333,667
-2.19403333333333,5532
-2.1940000000000026,1219
-2.1940000000000026,3949
-2.193933333333348,205
-2.1939333333333337,4015
-2.1938666666666684,1193
-2.193866666666665,2050
-2.193866666666665,4141
-2.1938333333333304,4638
-2.193766666666665,3390
-2.1937666666666615,154
-2.193733333333334,2275
-2.1936666666666653,3360
-2.193633333333331,5419
-2.1936000000000035,1356
-2.1936,4674
-2.193599999999999,2781
-2.193566666666669,126
-2.193566666666669,1605
-2.1935666666666656,1191
-2.1935333333333347,4865
-2.1935000000000002,160
-2.193466666666666,728
-2.193466666666666,3853
-2.1934333333333385,3822
-2.193433333333333,2625
-2.1934333333333322,2788
-2.1934333333333313,4146
-2.1934000000000005,5355
-2.193366666666666,4878
-2.1933666666666625,2056
-2.1933666666666625,2667
-2.1933333333333334,2350
-2.1933333333333325,3100
-2.1933000000000007,3688
-2.193266666666668,4437
-2.193266666666668,5456
-2.193233333333332,989
-2.193233333333332,3326
-2.1932000000000045,140
-2.1932,5112
-2.193199999999999,4223
-2.19313333333335,5579
-2.1931333333333334,4821
-2.1931000000000083,498
-2.193100000000001,3526
-2.193099999999994,473
-2.193066666666663,5406
-2.193000000000012,1021
-2.192999999999998,4727
-2.192966666666667,2697
-2.1929666666666634,4016
-2.192966666666649,2558
-2.192933333333336,1915
-2.1929333333333325,3653
-2.1928666666666636,3383
-2.1928333333333327,5376
-2.1927999999999996,4847
-2.1927999999999983,3345
-2.1927666666666665,1890
-2.1927666666666568,4641
-2.1927333333333294,464
-2.1926666666666677,3944
-2.1926666666666392,2244
-2.1925666666666643,730
-2.19253333333333,714
-2.1925000000000026,3850
-2.192499999999999,2698
-2.1924999999999955,1312
-2.192466666666668,501
-2.1924333333333337,4003
-2.1923999999999992,2388
-2.1923999999999992,4129
-2.1923999999999957,1894
-2.1923666666666666,2361
-2.1923666666666612,3410
-2.1923000000000012,5346
-2.1923000000000012,5356
-2.1922999999999995,3092
-2.1922999999999995,5195
-2.192299999999989,2125
-2.1922666666666686,702
-2.1922666666666686,2842
-2.192233333333334,1248
-2.192233333333334,3159
-2.192233333333334,3173
-2.1921999999999997,4148
-2.192166666666708,3475
-2.192133333333345,2874
-2.192133333333333,4820
-2.192133333333331,3116
-2.192133333333331,5482
-2.1920666666666655,2664
-2.192066666666662,1947
-2.1919666666666657,2406
-2.1919666666666657,3831
-2.1919666666666586,776
-2.1919666666666586,1994
-2.1919666666666444,1421
-2.191866666666666,995
-2.191866666666666,3856
-2.191766666666666,444
-2.191766666666666,1320
-2.191766666666666,2832
-2.191733333333333,1873
-2.1917333333333318,1626
-2.1917333333333318,5176
-2.1917333333333318,5417
-2.1917,2622
-2.191699999999999,3350
-2.191699999999999,4222
-2.1916999999999973,2265
-2.1916666666666647,3331
-2.191666666666663,1377
-2.191666666666663,2443
-2.1916333333333333,79
-2.191633333333332,4518
-2.191633333333332,4693
-2.191600000000001,3115
-2.1915666666666667,5108
-2.191566666666663,3394
-2.1915333333333287,699
-2.191499999999998,712
-2.191466666666667,86
-2.191433333333336,3695
-2.1914333333333325,3106
-2.1914000000000016,4279
-2.191366666666667,1611
-2.1913333333333327,2408
-2.1913333333333327,3667
-2.1913333333333185,800
-2.191266666666664,5518
-2.191266666666662,4199
-2.191233333333333,5361
-2.1912333333333294,166
-2.191166666666664,968
-2.191133333333333,4563
-2.191133333333326,3560
-2.1910999999999996,64
-2.1910999999999987,4869
-2.1910666666666643,4560
-2.1910333333333334,2446
-2.1910333333333334,2625
-2.19103333333333,646
-2.1910333333333085,30
-2.191,2656
-2.1909999999999954,713
-2.190966666666668,1004
-2.190966666666661,2014
-2.1909333333333336,1324
-2.1909333333333336,4715
-2.1909000000000027,3660
-2.190866666666663,4447
-2.1908333333333303,1649
-2.190799999999996,1119
-2.1907666666666614,169
-2.1907333333333305,2663
-2.1907000000000014,5369
-2.1906999999999996,5174
-2.1906333333333308,1223
-2.1906333333333237,3581
-2.1905999999999963,4254
-2.190566666666662,4249
-2.1905333333333346,1317
-2.1904666666666666,2658
-2.1904666666666657,1900
-2.1904333333333312,3188
-2.1904333333333312,3441
-2.1904,2642
-2.190366666666666,3400
-2.1903333333333315,644
-2.1903333333333315,5152
-2.190333333333328,2724
-2.1903000000000077,4718
-2.190266666666666,970
-2.190266666666659,2127
-2.1902333333333335,3899
-2.1901333333333333,76
-2.1900999999999975,3422
-2.1900666666666666,3836
-2.1900666666666666,5362
-2.190066666666665,3324
-2.190066666666663,2392
-2.1900666666666595,3439
-2.1900666666666595,4257
-2.1900000000000013,5345
-2.19,1864
-2.1899999999999995,1171
-2.1899333333333324,4696
-2.1899000000000015,497
-2.1898999999999997,1852
-2.1898666666666884,1644
-2.1898333333333397,2493
-2.1898333333333326,3993
-2.1898,4837
-2.189766666666671,2477
-2.189700000000002,5444
-2.1897,5096
-2.1896999999999984,5182
-2.189699999999995,2727
-2.1896666666666533,2148
-2.189600000000013,830
-2.1894999999999953,3448
-2.189466666666668,5469
-2.1894666666666627,5141
-2.189433333333333,2628
-2.1894,2610
-2.189333333333333,73
-2.189333333333333,2650
-2.1893333333333302,4223
-2.1893,2620
-2.1892666666666685,2828
-2.189266666666665,2417
-2.1892666666666614,1912
-2.1892666666666614,3123
-2.1892666666666543,2164
-2.1891999999999996,4143
-2.1891999999999996,4502
-2.189166666666665,3703
-2.1891333333333334,67
-2.1891333333333165,252
-2.189066666666669,1218
-2.1890666666666663,58
-2.189066666666662,3583
-2.189,4499
-2.1889999999999996,1858
-2.1889666666666656,3122
-2.1889333333333334,5109
-2.188933333333333,993
-2.188833333333328,3116
-2.188766666666666,723
-2.1887333333333334,5110
-2.1887000000000008,5191
-2.1886666666667054,814
-2.1886333333333354,2273
-2.188600000000001,4001
-2.188600000000001,4140
-2.1885666666666657,3876
-2.188533333333332,5185
-2.1885000000000003,80
-2.188466666666666,2787
-2.188466666666665,5143
-2.1884666666666632,2715
-2.1884333333333306,5477
-2.1884000000000015,2031
-2.1884000000000015,2812
-2.1883999999999943,2737
-2.188366666666667,2857
-2.188366666666653,3194
-2.1883000000000052,2817
-2.1883,2630
-2.1883,4828
-2.188299999999998,1248
-2.1882666666666672,2660
-2.1882333333333293,167
-2.1882333333333293,462
-2.1881999999999997,4829
-2.188166666666664,3822
-2.1881666666666604,2130
-2.1881666666666604,2522
-2.1881333333333313,3371
-2.1880999999999995,2788
-2.188033333333337,110
-2.188033333333337,2665
-2.188033333333337,5179
-2.1879666666666537,2168
-2.187933333333333,4850
-2.187899999999999,1319
-2.187899999999999,4514
-2.187899999999992,1950
-2.1878666666666646,4239
-2.1878333333333444,3477
-2.18783333333333,1757
-2.1877999999999993,3387
-2.1877999999999993,3837
-2.187766666666665,4201
-2.1877666666666613,4048
-2.187733333333333,4841
-2.1877333333333304,3399
-2.1876999999999995,1922
-2.187699999999996,3396
-2.187666666666672,143
-2.187666666666665,2039
-2.187666666666665,2668
-2.1876333333333235,2517
-2.1876000000000033,3958
-2.187599999999999,3076
-2.1875,2239
-2.1875,2652
-2.1874666666666664,3891
-2.1874666666666656,5413
-2.1874666666666656,5428
-2.187466666666662,2698
-2.187433333333331,4003
-2.1874000000000002,2638
-2.1873666666666693,508
-2.1873666666666667,2366
-2.187266666666668,4463
-2.187266666666666,3102
-2.1872333333333316,1361
-2.187199999999997,1346
-2.1871666666666663,2395
-2.1871,2367
-2.1870999999999867,2758
-2.1870999999999867,3956
-2.187033333333325,4250
-2.1870333333331473,4619
-2.1869999999999994,4439
-2.1869999999999976,2558
-2.186966666666665,4460
-2.186966666666663,2450
-2.186966666666663,5420
-2.186966666666649,2221
-2.1869333333333323,1170
-2.1869,5120
-2.1868999999999996,2619
-2.1868999999999943,4570
-2.1868999999999232,5038
-2.186866666666674,3729
-2.1868333333333307,3340
-2.1868,3350
-2.186799999999998,2037
-2.1867666666666636,4028
-2.1867333333333328,2392
-2.1867333333333328,5350
-2.186733333333322,3563
-2.186700000000002,5546
-2.1866999999999877,28
-2.186666666666664,3844
-2.186666666666664,4889
-2.186633333333333,1320
-2.186633333333331,5461
-2.186633333333326,1966
-2.1865999999999985,3335
-2.1865999999999985,3939
-2.186566666666664,981
-2.186533333333333,4863
-2.1865333333333297,163
-2.1864999999999988,1908
-2.1864999999999988,3349
-2.1864,2381
-2.186366666666668,3667
-2.186366666666668,4678
-2.1863666666666646,1292
-2.1863666666666646,1305
-2.1863666666666646,3429
-2.1863666666666575,876
-2.18633333333333,1918
-2.1862999999999992,2790
-2.1861999999999995,2301
-2.186166666666665,3394
-2.186166666666665,5535
-2.1861333333333377,487
-2.1861333333333306,2071
-2.1861333333333306,5508
-2.1860999999999997,2782
-2.1860999999999997,3979
-2.186099999999996,3196
-2.1860666666666653,3338
-2.1860666666666653,3388
-2.1860666666666617,15
-2.186033333333331,5384
-2.186033333333331,5482
-2.1860333333333273,2087
-2.186033333333313,1416
-2.186000000000007,534
-2.1859666666666655,462
-2.1859666666666637,994
-2.185933333333338,2099
-2.185933333333331,4020
-2.185933333333331,4237
-2.1858999999999966,3434
-2.1858666666666675,5493
-2.185866666666662,698
-2.185833333333335,2759
-2.185833333333335,2849
-2.1858333333333313,5390
-2.185799999999997,3406
-2.1856666666666626,1298
-2.1856333333333335,5347
-2.1856333333333318,4860
-2.1856333333333318,5172
-2.185633333333328,2144
-2.1855666666666664,1842
-2.1855666666666647,3342
-2.1854999999999976,5428
-2.1854666666666667,5100
-2.185433333333336,1248
-2.1854333333333287,1994
-2.1854000000000013,4728
-2.185366666666667,444
-2.185366666666667,2824
-2.185366666666666,2360
-2.1853333333333325,1185
-2.1853333333333325,5365
-2.1853,3363
-2.185266666666678,2174
-2.185233333333331,5146
-2.185200000000009,4316
-2.1851999999999983,3424
-2.1851999999999947,3539
-2.185133333333333,3849
-2.185133333333333,4479
-2.185133333333331,4197
-2.1850000000000023,4716
-2.1849999999999996,87
-2.1849999999999987,4501
-2.184966666666668,4013
-2.184966666666668,5458
-2.1849333333333334,5371
-2.1849333333332197,1595
-2.1849,1855
-2.184866666666668,4469
-2.18483333333333,3148
-2.1848000000000027,4280
-2.1847666666666665,5128
-2.184733333333333,1885
-2.1846999999999994,4002
-2.1846333333333323,2791
-2.184566666666665,3367
-2.184566666666665,3987
-2.1845666666666617,5419
-2.1845333333333343,4865
-2.18453333333332,39
-2.1845,445
-2.1845,640
-2.1844999999998436,229
-2.1844666666666654,2463
-2.1844666666666654,3512
-2.184433333333333,2798
-2.184433333333331,2096
-2.1843666666666657,3090
-2.184333333333335,726
-2.1843333333333312,3362
-2.1843333333333312,4504
-2.1843000000000004,4525
-2.184266666666666,3142
-2.1842333333333332,5347
-2.1842333333333315,1324
-2.184199999999997,4517
-2.1841666666666626,714
-2.1841666666666626,1938
-2.1841666666666626,3397
-2.1841666666666626,3405
-2.1841333333333317,5137
-2.184133333333328,2006
-2.184133333333321,1371
-2.184133333333307,351
-2.184099999999999,4450
-2.1840999999999937,4245
-2.1840666666666664,1309
-2.183966666666663,640
-2.183933333333333,2381
-2.1839333333333286,2741
-2.1839000000000013,5438
-2.183799999999998,5506
-2.183766666666667,5352
-2.1837666666666564,5227
-2.1837000000000018,5380
-2.1837,5369
-2.1836666666666638,1904
-2.183633333333331,1196
-2.1836333333333187,3956
-2.1835999999999984,644
-2.183566666666671,486
-2.183566666666664,2036
-2.183566666666664,3435
-2.1835000000000004,5361
-2.1834999999999987,5166
-2.1834999999999987,5495
-2.1834666666666678,5496
-2.1834666666666607,2569
-2.1833666666666645,3160
-2.183333333333332,3336
-2.183333333333332,5156
-2.183333333333332,5482
-2.1833000000000027,3840
-2.183299999999999,2667
-2.1832999999999956,2710
-2.1832666666666682,3174
-2.183266666666661,3422
-2.183266666666661,5211
-2.183233333333334,4275
-2.1831999999999994,2788
-2.183166666666665,654
-2.1831333333333305,2019
-2.1830999999999996,5393
-2.183066666666665,2698
-2.1830666666666616,4569
-2.183,3827
-2.182933333333338,2055
-2.1829333333333345,4856
-2.182933333333331,3116
-2.182933333333324,755
-2.182933333333267,1076
-2.1829,1154
-2.1828999999999965,4156
-2.1828333333333347,4138
-2.182833333333333,2778
-2.1828000000000074,2814
-2.1828000000000003,2669
-2.1827999999999967,1935
-2.18276666666668,2257
-2.1827666666666676,4440
-2.1827666666666667,3892
-2.182766666666666,2728
-2.182766666666666,3636
-2.1827333333333314,1221
-2.1827333333333314,2847
-2.1826999999999988,5142
-2.1826666666666665,2639
-2.1826666666666625,4552
-2.1826000000000008,5436
-2.182599999999997,688
-2.1825666666666663,2693
-2.1825666666666663,3826
-2.182533333333332,3391
-2.1825000000000045,1605
-2.1825000000000045,2070
-2.1824999999999997,4828
-2.182499999999999,3081
-2.182466666666665,4196
-2.182466666666663,711
-2.182466666666663,1940
-2.182466666666663,3403
-2.1824666666666417,3473
-2.182433333333332,3856
-2.1824333333333286,459
-2.1824000000000012,4518
-2.1823999999999977,3991
-2.182366666666667,2573
-2.1823666666666632,1172
-2.1823333333333323,2277
-2.1822999999999997,4437
-2.182299999999941,3784
-2.1822666666666635,4247
-2.1822333333333326,3092
-2.1822333333333326,5167
-2.182233333333329,2729
-2.1821666666666673,2461
-2.1821666666666655,5491
-2.1821666666666637,3394
-2.1821666666666317,274
-2.182133333333333,3821
-2.1820666666666657,3086
-2.182066666666664,5426
-2.182066666666664,5533
-2.182033333333333,977
-2.1819666666666677,167
-2.1819666666666677,4011
-2.181899999999999,1915
-2.1818333333333335,3664
-2.181799999999999,3417
-2.1817333333333337,3659
-2.1816999999999998,4847
-2.1816999999999993,2431
-2.1816333333333375,1392
-2.181599999999996,4137
-2.181533333333334,4633
-2.1815333333333324,5346
-2.181466666666669,987
-2.1814666666666653,1006
-2.1814666666666653,2447
-2.1814333333333344,3847
-2.1814333333333344,5361
-2.181433333333331,3424
-2.181433333333331,4129
-2.181433333333331,4510
-2.181433333333331,5433
-2.1814000000000036,4701
-2.1813999999999965,2142
-2.1813999999999965,3863
-2.1813666666666904,5074
-2.1813666666666656,3350
-2.181333333333332,3079
-2.1813333333333276,2101
-2.181266666666666,4677
-2.1812666666666622,5180
-2.1812666666666587,758
-2.1812333333333314,4554
-2.1812000000000005,2678
-2.1811666666666696,3180
-2.1811000000000007,2268
-2.1811000000000007,3431
-2.181099999999997,4515
-2.1810666666666663,1372
-2.1810666666666663,3558
-2.181000000000001,2399
-2.1809999999999996,1860
-2.1809666666666665,5198
-2.180933333333332,3085
-2.1808999999999994,4459
-2.180899999999994,3543
-2.180866666666665,3334
-2.180866666666665,3342
-2.1808666666665886,1697
-2.1808333333333323,2028
-2.1808333333333323,3825
-2.180833333333325,2570
-2.1807999999999996,3352
-2.180799999999998,2451
-2.1807666666666705,137
-2.180733333333336,3404
-2.180733333333329,4542
-2.1806666666666654,1196
-2.18066666666666,1262
-2.1805999999999983,1218
-2.1805999999999983,5203
-2.180566666666664,1370
-2.180500000000002,467
-2.180500000000002,3986
-2.180500000000002,4550
-2.1804999999999986,2693
-2.1804666666666677,1247
-2.1804333333333332,1320
-2.1803333333333317,3321
-2.1803000000000026,1751
-2.1803000000000026,3518
-2.1803000000000026,4690
-2.180266666666668,4151
-2.180233333333348,3481
-2.1802333333333337,1607
-2.1801333333333375,5389
-2.1801333333333304,3340
-2.1801333333330604,1098
-2.1800999999999995,3642
-2.1800666666666664,4820
-2.1800666666666615,5215
-2.1800333333333333,2656
-2.180033333333327,2034
-2.1799999999999997,2354
-2.1799999999999997,2722
-2.1799666666666666,4839
-2.179966666666587,3970
-2.179933333333331,730
-2.1799,4003
-2.179899999999998,4203
-2.1798666666666673,5118
-2.1798666666666655,2455
-2.1798666666666655,3822
-2.1798333333333346,5413
-2.179833333333331,2448
-2.179833333333331,3392
-2.1798333333333275,3125
-2.1798,1290
-2.1798,2438
-2.1798,3872
-2.1797666666666657,2740
-2.1797666666666657,3994
-2.1797333333333313,3561
-2.1797000000000004,5358
-2.179699999999997,5449
-2.1796666666666624,1933
-2.1796000000000078,4712
